Node	Total SNPs	Number of SNPs Inside Recombinations	Number of SNPs Outside Recombinations	Number of Recombination Blocks	Bases in Recombinations	Cumulative Bases in Recombinations	r/m	rho/theta	Genome Length	Bases in Clonal Frame
Node_882	988	454	534	39	35827	221695	0.850187	0.073034	2151584	1977316
Node_883	609	215	394	27	21424	187118	0.545685	0.068528	2164468	2009494
Node_884	529	241	288	28	19918	166556	0.836806	0.097222	2195771	2063210
Node_885	935	717	218	37	9102	364591	3.288991	0.169725	2106642	1882348
Node_886	2106	1213	893	89	32078	249786	1.358343	0.099664	2113418	1923321
Node_887	2	0	2	0	0	363301	0.000000	0.000000	2137103	1790765
Node_888	368	290	78	21	1783	363301	3.717949	0.269231	2140195	1825494
Node_889	20	7	13	2	0	330687	0.538462	0.153846	2141142	1826655
Node_890	35	3	32	1	0	330569	0.093750	0.031250	2150702	1834766
Node_891	5	0	5	0	0	340737	0.000000	0.000000	2139234	1813883
Node_892	222	159	63	14	1390	340737	2.523809	0.222222	2141012	1825804
Node_893	41	22	19	2	0	330346	1.157895	0.105263	2144616	1829320
Node_894	22	8	14	2	0	330292	0.571429	0.142857	2158423	1841738
Node_895	1197	869	328	47	10563	330277	2.649390	0.143293	2166301	1932733
Node_896	3134	1764	1370	100	36550	242322	1.287591	0.072993	2187145	1988622
Node_897	1328	628	700	53	30418	205949	0.897143	0.075714	2197557	2020269
Node_898	755	400	355	32	21732	184323	1.126761	0.090141	2206125	2062244
Node_899	326	141	185	23	15443	170647	0.762162	0.124324	2118398	1972145
Node_900	900	462	438	44	23637	234274	1.054795	0.100457	2142240	1958498
Node_901	1180	560	620	47	36442	198584	0.903226	0.075806	2153490	2006177
Node_902	385	167	218	23	15443	159588	0.766055	0.105505	2168792	2031962
Node_903	311	85	226	12	634	147682	0.376106	0.053097	2210539	2076216
Node_904	409	134	275	16	2635	138065	0.487273	0.058182	2213858	2095120
Node_905	407	86	321	13	583	122369	0.267913	0.040498	2215330	2100944
Node_906	1413	704	709	46	36698	161714	0.992948	0.064880	2157292	2048355
Node_907	438	122	316	19	17687	117571	0.386076	0.060127	2215477	2114172
Node_908	580	286	294	28	24007	104477	0.972789	0.095238	2216355	2166060
Node_909	377	110	267	17	9047	53136	0.411985	0.063670	2221106	2180885
Node_910	1241	1053	188	36	22746	389803	5.601064	0.191489	2144543	1848444
Node_911	396	230	166	25	15996	314227	1.385542	0.150602	2160558	1903717
Node_912	285	178	107	12	5020	268832	1.663551	0.112150	2165621	1920290
Node_913	712	529	183	36	23921	256390	2.890710	0.196721	2175208	2040554
Node_914	2594	1393	1201	90	72399	140459	1.159867	0.074938	2179120	2108465
Node_915	1438	586	852	45	39375	74005	0.687793	0.052817	2207334	2169958
Node_916	269	42	227	6	797	40410	0.185022	0.026432	2222150	2184088
Node_917	326	81	245	12	3442	38253	0.330612	0.048980	2226825	2196122
Node_918	3650	1601	2049	103	71129	94887	0.781357	0.050268	2159058	2122279
Node_919	359	154	205	26	17619	43478	0.751220	0.126829	2196219	2170111
Node_920	288	57	231	11	10069	30679	0.246753	0.047619	2226897	2204504
Node_921	419	160	259	20	17290	22376	0.617761	0.077220	2227327	2218676
Node_922	283	74	209	13	8638	8638	0.354067	0.062201	2227334	2227334
Node_923	0	0	0	0	0	0	0.000000	0.000000	2232025	2232025
